,Names,Nicknames,Index,X,Y,Z,Source Count,DMN Pct,pDMN Pct,aDMN Pct,DAN Pct,FPN Pct,VN Pct,VAN Pct,SN Pct,SMN Pct,DMN Rank,pDMN Rank,aDMN Rank,DAN Rank,FPN Rank,VN Rank,VAN Rank,SN Rank,SMN Rank,RoiID,node_index,BalancedName,pDMN Pct Bal,aDMN Pct Bal,DAN Pct Bal,FPN Pct Bal,VN Pct Bal,VAN Pct Bal,SN Pct Bal,SMN Pct Bal,pDMN Rank Bal,aDMN Rank Bal,DAN Rank Bal,FPN Rank Bal,VN Rank Bal,VAN Rank Bal,SN Rank Bal,SMN Rank Bal
43,['Right Calcarine fissure and surrounding cortex'],['rCalc'],43,0.015709833,-0.074449221,0.008019344,12,0.0,0.0,0.0,0.0,0.0,0.666666667,0.0,0.0,0.0,37,26.0,13.0,18.0,32.0,4.0,26.0,23.0,15.0,43_r,43,Calcarinefissureandsurroundingcortex'],0.0,0.0,0.0,0.0,0.6083333335000001,0.0,0.0,0.0,29.0,15.0,23.0,35.0,7.0,29.0,27.0,17.0
44,['Left Cuneus'],['lCu'],44,-0.006256881,-0.08142464,0.025838794,11,0.181818182,0.181818182,0.0,0.0,0.363636364,0.909090909,0.0,0.0,0.0,25,19.0,13.0,18.0,10.0,2.0,26.0,23.0,15.0,44_r,44,Cuneus'],0.244755245,0.0,0.0,0.258741259,0.762237762,0.0,0.0,0.0,17.0,15.0,23.0,15.0,3.0,29.0,27.0,17.0
45,['Right Cuneus'],['rCu'],45,0.013189607,-0.080589888,0.026852528,13,0.307692308,0.307692308,0.0,0.0,0.153846154,0.615384615,0.0,0.0,0.0,19,13.0,13.0,18.0,25.0,6.0,26.0,23.0,15.0,45_r,45,Cuneus'],0.244755245,0.0,0.0,0.258741259,0.762237762,0.0,0.0,0.0,17.0,15.0,23.0,15.0,3.0,29.0,27.0,17.0
46,['Left Lingual gyrus'],['lLingual'],46,-0.014858234,-0.068864916,-0.006007637,14,0.0,0.0,0.0,0.0,0.0,0.714285714,0.0,0.0,0.0,37,26.0,13.0,18.0,32.0,3.0,26.0,23.0,15.0,46_r,46,Lingualgyrus'],0.0,0.0,0.0,0.0,0.634920635,0.0,0.0,0.0,29.0,15.0,23.0,35.0,5.0,29.0,27.0,17.0
47,['Right Lingual gyrus'],['rLingual'],47,0.016077391,-0.068141739,-0.005215652,18,0.0,0.0,0.0,0.0,0.0,0.555555556,0.0,0.0,0.0,37,26.0,13.0,18.0,32.0,7.0,26.0,23.0,15.0,47_r,47,Lingualgyrus'],0.0,0.0,0.0,0.0,0.634920635,0.0,0.0,0.0,29.0,15.0,23.0,35.0,5.0,29.0,27.0,17.0
48,['Left Superior Occipital lobe'],['lSOccL'],48,-0.016756955,-0.085610542,0.026853587,11,0.0,0.0,0.0,0.0,0.272727273,0.181818182,0.0,0.0,0.0,37,26.0,13.0,18.0,16.0,12.0,26.0,23.0,15.0,48_r,48,SuperiorOccipitallobe'],0.0,0.0,0.05,0.3363636365,0.290909091,0.0,0.0,0.0,29.0,15.0,17.0,9.0,11.0,29.0,27.0,17.0
49,['Right Superior Occipital lobe'],['rSOccL'],49,0.023963199,-0.082206653,0.029265393,10,0.0,0.0,0.0,0.1,0.4,0.4,0.0,0.0,0.0,37,26.0,13.0,14.0,6.0,11.0,26.0,23.0,15.0,49_r,49,SuperiorOccipitallobe'],0.0,0.0,0.05,0.3363636365,0.290909091,0.0,0.0,0.0,29.0,15.0,17.0,9.0,11.0,29.0,27.0,17.0
50,['Left Middle Occipital lobe'],['lMOccL'],50,-0.032617125,-0.082021407,0.014767584,29,0.068965517,0.068965517,0.0,0.068965517,0.103448276,0.448275862,0.0,0.0,0.0,33,23.0,13.0,16.0,28.0,10.0,26.0,23.0,15.0,50_r,50,MiddleOccipitallobe'],0.0344827585,0.0,0.0344827585,0.0811359025,0.4888438135,0.0,0.0,0.0,25.0,15.0,19.0,31.0,9.0,29.0,27.0,17.0
51,['Right Middle Occipital lobe'],['rMOccL'],51,0.037127741,-0.080993327,0.018067684,17,0.0,0.0,0.0,0.0,0.058823529,0.529411765,0.0,0.0,0.0,37,26.0,13.0,18.0,30.0,9.0,26.0,23.0,15.0,51_r,51,MiddleOccipitallobe'],0.0344827585,0.0,0.0344827585,0.0811359025,0.4888438135,0.0,0.0,0.0,25.0,15.0,19.0,31.0,9.0,29.0,27.0,17.0
52,['Left Inferior Occipital lobe'],['lIOccL'],52,-0.036482465,-0.079568544,-0.009164718,8,0.0,0.0,0.0,0.0,0.0,0.625,0.0,0.0,0.0,37,26.0,13.0,18.0,32.0,5.0,26.0,23.0,15.0,52_r,52,InferiorOccipitallobe'],0.0,0.0,0.0,0.0,0.8125,0.0,0.0,0.0,29.0,15.0,23.0,35.0,1.0,29.0,27.0,17.0
53,['Right Inferior Occipital lobe'],['rIOccl'],53,0.037870576,-0.083191102,-0.008992922,5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,37,26.0,13.0,18.0,32.0,1.0,26.0,23.0,15.0,53_r,53,InferiorOccipitallobe'],0.0,0.0,0.0,0.0,0.8125,0.0,0.0,0.0,29.0,15.0,23.0,35.0,1.0,29.0,27.0,17.0
54,['Left Fusiform gyrus'],['lFusiG'],54,-0.03138961,-0.041405195,-0.021606061,15,0.133333333,0.133333333,0.0,0.0,0.0,0.066666667,0.0,0.0,0.0,27,20.0,13.0,18.0,32.0,15.0,26.0,23.0,15.0,54_r,54,Fusiformgyrus'],0.250877193,0.0,0.0,0.0,0.11228070200000001,0.0,0.0,0.0,15.0,15.0,23.0,35.0,13.0,29.0,27.0,17.0
55,['Right Fusiform gyrus'],['rFusiG'],55,0.033659253,-0.04019857,-0.021533757,19,0.368421053,0.368421053,0.0,0.0,0.0,0.157894737,0.0,0.0,0.0,16,9.0,13.0,18.0,32.0,13.0,26.0,23.0,15.0,55_r,55,Fusiformgyrus'],0.250877193,0.0,0.0,0.0,0.11228070200000001,0.0,0.0,0.0,15.0,15.0,23.0,35.0,13.0,29.0,27.0,17.0
56,['Left Postcentral gyrus'],['lPreG'],56,-0.042904419,-0.023775437,0.047456835,34,0.0,0.0,0.0,0.147058824,0.0,0.0,0.029411765,0.0,0.294117647,37,26.0,13.0,12.0,32.0,19.0,25.0,23.0,5.0,56_r,56,Postcentralgyrus'],0.0,0.0,0.13413547250000002,0.0,0.0,0.0147058825,0.0,0.298573975,29.0,15.0,11.0,35.0,21.0,27.0,27.0,3.0
57,['Right Postcentral gyrus'],['rPreG'],57,0.041158253,-0.026772692,0.051253989,33,0.0,0.0,0.0,0.121212121,0.0,0.0,0.0,0.0,0.303030303,37,26.0,13.0,13.0,32.0,19.0,26.0,23.0,4.0,57_r,57,Postcentralgyrus'],0.0,0.0,0.13413547250000002,0.0,0.0,0.0147058825,0.0,0.298573975,29.0,15.0,11.0,35.0,21.0,27.0,27.0,3.0
58,['Left Superior Parietal gyrus'],['lSPG'],58,-0.023713317,-0.060807748,0.057657143,16,0.125,0.125,0.0,0.5,0.375,0.0,0.0,0.0,0.0,28,21.0,13.0,3.0,7.0,19.0,26.0,23.0,15.0,58_r,58,SuperiorParietalgyrus'],0.0625,0.0,0.5,0.298611111,0.0,0.0,0.0,0.0,23.0,15.0,3.0,11.0,21.0,29.0,27.0,17.0
59,['Right Superior Parietal gyrus'],['rSPG'],59,0.025842484,-0.060428443,0.060713771,18,0.0,0.0,0.0,0.5,0.222222222,0.0,0.0,0.0,0.0,37,26.0,13.0,3.0,22.0,19.0,26.0,23.0,15.0,59_r,59,SuperiorParietalgyrus'],0.0625,0.0,0.5,0.298611111,0.0,0.0,0.0,0.0,23.0,15.0,3.0,11.0,21.0,29.0,27.0,17.0
60,['Left Inferior Parietal gyrus'],['lIPG'],60,-0.043106661,-0.047019207,0.045422967,18,0.055555556,0.055555556,0.0,0.722222222,0.722222222,0.0,0.166666667,0.0,0.0,34,24.0,13.0,2.0,2.0,19.0,18.0,23.0,15.0,60_r,60,InferiorParietalgyrus'],0.20959596,0.0,0.7247474745,0.7247474745,0.0,0.21969697,0.0,0.0,19.0,15.0,1.0,1.0,21.0,15.0,27.0,17.0
61,['Right Inferior Parietal gyrus'],['rIPG'],61,0.04629145,-0.047588104,0.048191822,11,0.363636364,0.363636364,0.0,0.727272727,0.727272727,0.0,0.272727273,0.0,0.0,17,10.0,13.0,1.0,1.0,19.0,13.0,23.0,15.0,61_r,61,InferiorParietalgyrus'],0.20959596,0.0,0.7247474745,0.7247474745,0.0,0.21969697,0.0,0.0,19.0,15.0,1.0,1.0,21.0,15.0,27.0,17.0
62,['Left Supramarginal gyrus'],['lSMG'],62,-0.056146497,-0.034936306,0.029119427,8,0.0,0.0,0.0,0.0,0.375,0.0,0.5,0.0,0.0,37,26.0,13.0,18.0,7.0,19.0,4.0,23.0,15.0,62_r,62,Supramarginalgyrus'],0.0,0.0,0.2,0.3375,0.0,0.4,0.0,0.05,29.0,15.0,9.0,7.0,21.0,5.0,27.0,13.0
63,['Right Supramarginal gyrus'],['rSMG'],63,0.057262411,-0.032817629,0.033134752,10,0.0,0.0,0.0,0.4,0.3,0.0,0.3,0.0,0.1,37,26.0,13.0,5.0,12.0,19.0,12.0,23.0,11.0,63_r,63,Supramarginalgyrus'],0.0,0.0,0.2,0.3375,0.0,0.4,0.0,0.05,29.0,15.0,9.0,7.0,21.0,5.0,27.0,13.0
64,['Left Angular gyrus'],['lAng'],64,-0.044434783,-0.062081841,0.034283035,9,0.888888889,0.888888889,0.0,0.222222222,0.555555556,0.0,0.333333333,0.0,0.0,1,1.0,13.0,9.0,5.0,19.0,11.0,23.0,15.0,64_r,64,Angulargyrus'],0.75,0.0,0.2777777775,0.638888889,0.0,0.36111111100000004,0.0,0.0,1.0,15.0,7.0,3.0,21.0,9.0,27.0,17.0
65,['Right Angular gyrus'],['rAng'],65,0.045228311,-0.061238584,0.037315068,18,0.611111111,0.611111111,0.0,0.333333333,0.722222222,0.0,0.388888889,0.0,0.0,3,3.0,13.0,6.0,2.0,19.0,7.0,23.0,15.0,65_r,65,Angulargyrus'],0.75,0.0,0.2777777775,0.638888889,0.0,0.36111111100000004,0.0,0.0,1.0,15.0,7.0,3.0,21.0,9.0,27.0,17.0
66,['Left Precuneus'],['lPrecu'],66,-0.007590703,-0.05732483,0.046640023,28,0.464285714,0.464285714,0.0,0.0,0.285714286,0.035714286,0.0,0.0,0.0,10,6.0,13.0,18.0,13.0,18.0,26.0,23.0,15.0,66_r,66,Precuneus'],0.3988095235,0.0,0.0,0.285714286,0.041666667,0.0,0.0,0.0,7.0,15.0,23.0,13.0,15.0,29.0,27.0,17.0
67,['Right Precuneus'],['rPrecu'],67,0.009688821,-0.057313936,0.042360796,21,0.333333333,0.333333333,0.0,0.0,0.285714286,0.047619048,0.0,0.0,0.0,18,11.0,13.0,18.0,13.0,16.0,26.0,23.0,15.0,67_r,67,Precuneus'],0.3988095235,0.0,0.0,0.285714286,0.041666667,0.0,0.0,0.0,7.0,15.0,23.0,13.0,15.0,29.0,27.0,17.0
68,['Left Paracentral lobule'],['lParaL'],68,-0.007974796,-0.026650852,0.068692365,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.111111111,37,26.0,13.0,18.0,32.0,19.0,26.0,23.0,9.0,68_r,68,Paracentrallobule'],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0555555555,29.0,15.0,23.0,35.0,21.0,29.0,27.0,11.0
69,['Right Paracentral lobule'],['rParaL'],69,0.007126794,-0.032942584,0.066791866,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37,26.0,13.0,18.0,32.0,19.0,26.0,23.0,15.0,69_r,69,Paracentrallobule'],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0555555555,29.0,15.0,23.0,35.0,21.0,29.0,27.0,11.0
70,['Left Caudate nucleus'],['lCauda'],70,-0.011767152,0.009723493,0.008070686,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37,26.0,13.0,18.0,32.0,19.0,26.0,23.0,15.0,70_r,70,Caudatenucleus'],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,15.0,23.0,35.0,21.0,29.0,27.0,17.0
71,['Right Caudate nucleus'],['rCauda'],71,0.01449497,0.01077666,0.008148893,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37,26.0,13.0,18.0,32.0,19.0,26.0,23.0,15.0,71_r,71,Caudatenucleus'],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,15.0,23.0,35.0,21.0,29.0,27.0,17.0
72,['Left Putamen'],['lPut'],72,-0.024208127,0.002600595,0.001070367,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.142857143,0.0,37,26.0,13.0,18.0,32.0,19.0,26.0,17.0,15.0,72_r,72,Putamen'],0.0,0.0,0.0,0.0,0.0,0.0555555555,0.1825396825,0.0,29.0,15.0,23.0,35.0,21.0,23.0,17.0,17.0
73,['Right Putamen'],['rPut'],73,0.027484962,0.003678571,0.001193609,9,0.0,0.0,0.0,0.0,0.0,0.0,0.111111111,0.222222222,0.0,37,26.0,13.0,18.0,32.0,19.0,23.0,15.0,15.0,73_r,73,Putamen'],0.0,0.0,0.0,0.0,0.0,0.0555555555,0.1825396825,0.0,29.0,15.0,23.0,35.0,21.0,23.0,17.0,17.0
74,['Left Pallidum'],['lPall'],74,-0.018061433,-0.001358362,-0.001044369,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37,26.0,13.0,18.0,32.0,19.0,26.0,23.0,15.0,74_r,74,Pallidum'],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,15.0,23.0,35.0,21.0,29.0,27.0,17.0
75,['Right Pallidum'],['rPall'],75,0.020921429,-0.001057143,-0.001085714,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37,26.0,13.0,18.0,32.0,19.0,26.0,23.0,15.0,75_r,75,Pallidum'],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,15.0,23.0,35.0,21.0,29.0,27.0,17.0
76,['Left Thalamus'],['lThal'],76,-0.011198182,-0.018843636,0.006607273,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37,26.0,13.0,18.0,32.0,19.0,26.0,23.0,15.0,76_r,76,Thalamus'],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,15.0,23.0,35.0,21.0,29.0,27.0,17.0
77,['Right Thalamus'],['rThal'],77,0.012703879,-0.018768212,0.006728477,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37,26.0,13.0,18.0,32.0,19.0,26.0,23.0,15.0,77_r,77,Thalamus'],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,15.0,23.0,35.0,21.0,29.0,27.0,17.0
78,"[""Left Heschl's gyrus""]",['lHeschl'],78,-0.042346667,-0.020035556,0.008675556,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37,26.0,13.0,18.0,32.0,19.0,26.0,23.0,15.0,78_r,78,"Heschl'sgyrus""]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,15.0,23.0,35.0,21.0,29.0,27.0,17.0
79,"[""Right Heschl's gyrus""]",['rHeschl'],79,0.045879518,-0.018144578,0.009044177,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37,26.0,13.0,18.0,32.0,19.0,26.0,23.0,15.0,79_r,79,"Heschl'sgyrus""]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,15.0,23.0,35.0,21.0,29.0,27.0,17.0
80,['Left Superior Temporal gyrus'],['lSTG'],80,-0.05343554,-0.022009582,0.005840592,20,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,37,26.0,13.0,18.0,32.0,19.0,20.0,23.0,15.0,80_r,80,SuperiorTemporalgyrus'],0.0185185185,0.0,0.0,0.0,0.0,0.149074074,0.0,0.0,27.0,15.0,23.0,35.0,21.0,21.0,27.0,17.0
81,['Right Superior Temporal gyrus'],['rSTG'],81,0.057832537,-0.023010506,0.005418656,27,0.037037037,0.037037037,0.0,0.0,0.0,0.0,0.148148148,0.0,0.0,36,25.0,13.0,18.0,32.0,19.0,21.0,23.0,15.0,81_r,81,SuperiorTemporalgyrus'],0.0185185185,0.0,0.0,0.0,0.0,0.149074074,0.0,0.0,27.0,15.0,23.0,35.0,21.0,21.0,27.0,17.0
82,"['Left Temporal pole, Superior Temporal gyrus']",['lTPsup'],82,-0.040154086,0.013867704,-0.021436576,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,37,26.0,13.0,18.0,32.0,19.0,26.0,16.0,15.0,82_r,82,"Temporalpole,SuperiorTemporalgyrus']",0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,29.0,15.0,23.0,35.0,21.0,29.0,19.0,17.0
83,"['Right Temporal pole, Superior Temporal gyrus']",['rTPsup'],83,0.04793722,0.013457399,-0.018189836,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37,26.0,13.0,18.0,32.0,19.0,26.0,23.0,15.0,83_r,83,"Temporalpole,SuperiorTemporalgyrus']",0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,29.0,15.0,23.0,35.0,21.0,29.0,19.0,17.0
84,['Left Middle temporal gyrus'],['lMTG'],84,-0.055868879,-0.034984217,-0.003584783,44,0.113636364,0.113636364,0.0,0.0,0.0,0.0,0.272727273,0.0,0.0,30,22.0,13.0,18.0,32.0,19.0,13.0,23.0,15.0,84_r,84,Middletemporalgyrus'],0.1514127765,0.0,0.0,0.0,0.0405405405,0.312039312,0.0,0.0,21.0,15.0,23.0,35.0,17.0,13.0,27.0,17.0
85,['Right Middle temporal gyrus'],['rMTG'],85,0.0571599,-0.038565661,-0.002775232,37,0.189189189,0.189189189,0.0,0.0,0.0,0.081081081,0.351351351,0.0,0.0,23,17.0,13.0,18.0,32.0,14.0,10.0,23.0,15.0,85_r,85,Middletemporalgyrus'],0.1514127765,0.0,0.0,0.0,0.0405405405,0.312039312,0.0,0.0,21.0,15.0,23.0,35.0,17.0,13.0,27.0,17.0
86,"['Left Temporal pole, Middle temporal gyrus']",['lTPmid'],86,-0.036744371,0.013300662,-0.035366887,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37,26.0,13.0,18.0,32.0,19.0,26.0,23.0,15.0,86_r,86,"Temporalpole,Middletemporalgyrus']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,15.0,23.0,35.0,21.0,29.0,27.0,17.0
87,"['Right Temporal pole, Middle temporal gyrus']",['rTPmid'],87,0.044040438,0.013246841,-0.033518113,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37,26.0,13.0,18.0,32.0,19.0,26.0,23.0,15.0,87_r,87,"Temporalpole,Middletemporalgyrus']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,15.0,23.0,35.0,21.0,29.0,27.0,17.0
88,['Left Inferior Temporal gyrus'],['lITG'],88,-0.05003625,-0.029291875,-0.024519375,24,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,16.0,13.0,18.0,32.0,19.0,26.0,23.0,15.0,88_r,88,InferiorTemporalgyrus'],0.2596153845,0.0,0.0,0.0,0.019230769,0.0,0.0,0.0,13.0,15.0,23.0,35.0,19.0,29.0,27.0,17.0
89,['Right Inferior Temporal gyrus'],['rITG'],89,0.053382064,-0.032138881,-0.023730672,26,0.269230769,0.269230769,0.0,0.0,0.0,0.038461538,0.0,0.0,0.0,21,15.0,13.0,18.0,32.0,17.0,26.0,23.0,15.0,89_r,89,InferiorTemporalgyrus'],0.2596153845,0.0,0.0,0.0,0.019230769,0.0,0.0,0.0,13.0,15.0,23.0,35.0,19.0,29.0,27.0,17.0
